1016.124,1018.163,9
1018.164,1019.795,28
1019.796,1021.597,3
1021.598,1022.039,28
1022.04,1024.351,3
1024.862,1030.029,28
1030.676,1031.185,9
1031.458,1031.729,5
1031.73,1031.831,9
1032.376,1032.987,9
1032.988,1033.293,26
1033.294,1033.701,9
1037.17,1037.747,9
1037.748,1038.189,26
1038.19,1044.411,28
1044.582,1045.363,5
1046.044,1047.471,28
1047.982,1049.307,28
1049.648,1056.073,28
1056.074,1056.413,5
1056.414,1057.467,23
