id,time,strangerhead_prop_maskon,strangerhead_prop_maskoff
7109,2,0,0.666666667
7109,3,0,1
7109,4,0,0.142857143
7109,5,0,0.153846154
7109,6,0,0
7109,7,0,0.931034483
7109,8,0.321428571,1
7109,9,0,0.185185185
7109,10,0,0.217391304
7109,11,0,1
7109,12,0,1
7109,13,0,1
7109,14,0,1
7109,15,0.035714286,1
7109,16,0.333333333,1
7109,17,1,1
7109,18,0.909090909,NA
7109,19,0.533333333,1
7109,20,1,1
7109,21,1,1
7109,22,1,1
7109,23,1,1
7109,24,1,1
7109,25,1,NA
7109,26,0.178571429,NA
7109,27,0.366666667,NA
7109,28,1,NA
7109,29,0.75862069,1
7109,30,0.259259259,NA
7109,31,0.185185185,NA
7109,32,1,NA
7109,33,1,1
7109,34,1,1
7109,35,1,1
7109,36,0.347826087,1
7109,37,1,1
7109,38,1,1
7109,39,NA,0.785714286
7109,40,1,1
7109,41,1,0.416666667
7109,42,1,0
7109,43,1,0
7109,44,0.333333333,0
7109,45,0.733333333,0
7109,46,1,0
7111,1,0,1
7111,2,0,1
7111,3,0,1
7111,4,0.366666667,1
7111,5,0,1
7111,6,0.379310345,1
7111,7,0.266666667,1
7111,8,0.066666667,1
7111,9,0.033333333,1
7111,10,1,1
7111,11,1,1
7111,12,1,1
7111,13,0.666666667,1
7111,14,0.7,1
7111,15,1,1
7111,16,1,1
7111,17,1,1
7111,18,1,1
7111,19,1,0.896551724
7111,20,1,1
7111,21,1,1
7111,22,0.733333333,1
7111,23,0,0.142857143
7111,24,0.266666667,1
7111,25,1,0.8
7111,26,1,0
7111,27,1,0.821428571
7111,28,1,1
7111,29,0.366666667,1
7111,30,1,1
7111,31,1,1
7111,32,1,0.966666667
7111,33,1,0.517241379
7111,34,1,0.9
7111,35,1,0.380952381
7111,36,1,0
7111,37,1,0
7116,1,0,0.666666667
7116,2,0,1
7116,3,0,1
7116,4,0.3,1
7116,5,0.133333333,1
7116,6,0.2,0.7
7116,7,0.266666667,1
7116,8,0,1
7116,9,0.833333333,1
7116,10,1,1
7116,11,1,1
7116,12,1,1
7116,13,1,1
7116,14,0.833333333,1
7116,15,0,1
7116,16,0.035714286,1
7116,17,1,1
7116,18,1,1
7116,19,1,1
7116,20,0.433333333,1
7116,21,0.266666667,1
7116,22,1,1
7116,23,1,1
7116,24,1,1
7116,25,1,1
7116,26,0.433333333,1
7116,27,0,1
7116,28,0.3,1
7116,29,0.533333333,1
7116,30,0.1,1
7116,31,1,NA
7116,32,0.8,NA
7116,33,1,1
7116,34,1,NA
7116,35,0.423076923,NA
7116,36,0,1
7116,37,0.266666667,1
7116,38,0.551724138,1
7116,39,0,1
7116,40,0,1
7116,41,0,1
7116,42,0.733333333,0.8
7116,43,0.366666667,0.642857143
7116,44,0,0
7116,45,0,0
7116,46,0.433333333,0
7116,47,1,0
7116,48,0.2,0
7119,1,0,1
7119,2,0,1
7119,3,0,1
7119,4,0,1
7119,5,0,0.724137931
7119,6,0,1
7119,7,0,1
7119,8,0,1
7119,9,0,1
7119,10,0.16,1
7119,11,0,1
7119,12,0,1
7119,13,1,1
7119,14,0.866666667,1
7119,15,0.344827586,1
7119,16,0.8,1
7119,17,0.333333333,1
7119,18,1,1
7119,19,0.966666667,1
7119,20,0,1
7119,21,0.296296296,1
7119,22,0.366666667,1
7119,23,0.84,1
7119,24,0,1
7119,25,0.615384615,0.96
7119,26,1,0.653846154
7119,27,1,0
7119,28,1,0
7119,29,1,0
7119,30,0.470588235,0
7119,31,0,0
7119,32,0.821428571,0
7121,1,0,0
7121,2,0,0
7121,3,0,0
7121,4,0,0
7121,5,0,0
7121,6,0,0
7121,7,0,0
7121,8,0,0
7121,9,0,0
7121,10,0,0
7121,11,0,0
7121,12,0,0
7121,13,0,0
7121,14,0,0
7121,15,0,0
7121,16,0,0
7121,17,0,0
7121,18,0,0
7121,19,0,0
7121,20,0,0
7121,21,0,0
7121,22,0,0
7121,23,0,0
7121,24,0,0
7121,25,0,0
7121,26,0,0
7121,27,0,0.1
7121,28,NA,1
7121,29,0.142857143,0.142857143
7121,30,0,0.6
7121,31,0,1
7121,32,0,1
7121,33,0,1
7121,34,0,0.458333333
7121,35,0,0.433333333
7121,36,0,0.333333333
7121,37,0,0.966666667
7121,38,0,1
7121,39,0,1
7121,40,0,1
7121,41,0,1
7121,42,0,1
7121,43,0,1
7121,44,0,1
7121,45,0,1
7121,46,0,1
7121,47,0,1
7121,48,0,1
7121,49,0,1
7121,50,0,1
7121,51,0,0.666666667
7121,52,0,0
7121,53,0,0.518518519
7121,54,0,0.708333333
7121,55,0,0
7121,56,0,0.761904762
7121,57,0,0
7121,58,0,0
7121,59,0,0
7121,60,0,0
7121,61,0,0
7121,62,0,0.066666667
7121,63,0,0.28
7121,64,0,0.571428571
7127,1,0,0.033333333
7127,2,0,0.333333333
7127,3,0,0.866666667
7127,4,0,1
7127,5,0,1
7127,6,0,1
7127,7,0,1
7127,8,0,1
7127,9,0,1
7127,10,0,1
7127,11,0,1
7127,12,0,1
7127,13,0,1
7127,14,0,1
7127,15,0.033333333,1
7127,16,0,1
7127,17,0,1
7127,18,0,1
7127,19,0,1
7127,20,0,1
7127,21,0,1
7127,22,0,0.25
7127,23,0,0
7127,24,0,1
7127,25,0,NA
7127,26,0.392857143,NA
7127,27,0.076923077,NA
7127,28,0,1
7127,29,0,0
7127,30,0,0
7127,31,0,0.074074074
7127,32,0,0.083333333
7127,33,0,1
7127,34,0,0.571428571
7127,35,0,0.571428571
7127,36,0,NA
7127,37,0,0.8
7127,38,0,0.208333333
7127,39,0,0
7127,40,0,0
7127,41,0,0
7127,42,0,0
7130,1,0,0
7130,2,0,0.366666667
7130,3,0,0.517241379
7130,4,0,0.5
7130,5,0,0.633333333
7130,6,0,1
7130,7,0,0.7
7130,8,0,1
7130,9,0,1
7130,10,0.033333333,1
7130,11,0,1
7130,12,0,1
7130,13,0,1
7130,14,0,1
7130,15,0,1
7130,16,0,1
7130,17,0,1
7130,18,0,1
7130,19,0,1
7130,20,0,1
7130,21,0,1
7130,22,0,0.766666667
7130,23,0,0.592592593
7130,24,0,0.366666667
7130,25,0.333333333,0.827586207
7130,26,0.333333333,0.966666667
7130,27,0,0.074074074
7130,28,0,1
7130,29,0,0.714285714
7130,30,0,0.037037037
7130,31,0,0
7130,32,0,0
7130,33,0,0
7130,34,0,0
7130,35,0,0
7130,36,0,0
7135,1,0,1
7135,2,0,0.965517241
7135,3,0,0.24137931
7135,4,0,1
7135,5,0,0.923076923
7135,6,0,NA
7135,7,0,NA
7135,8,0,NA
7135,9,0,NA
7135,10,0.111111111,NA
7135,11,1,NA
7135,12,0.148148148,NA
7135,13,0,0.75
7135,14,0,0.954545455
7135,15,0.633333333,0.25
7135,16,0.133333333,1
7135,17,0.444444444,NA
7135,18,0.366666667,NA
7135,19,0.966666667,NA
7135,20,0.083333333,NA
7135,21,1,NA
7135,22,1,NA
7135,23,1,0.80952381
7135,24,0.333333333,1
7135,25,0.133333333,0.75
7135,26,1,0.791666667
7135,27,0.733333333,1
7135,28,0.928571429,NA
7135,29,1,NA
7135,30,1,NA
7135,31,1,NA
7135,32,1,NA
7135,33,1,NA
7135,34,1,NA
7135,35,1,NA
7135,36,1,0.666666667
7135,37,1,0.5
7135,38,1,0.818181818
7135,39,1,0
7135,40,0.964285714,0
7135,41,0,0.130434783
7135,42,NA,0
7135,43,1,0
7135,44,1,0
7136,1,0,1
7136,2,0,1
7136,3,0,1
7136,4,0,1
7136,5,0,1
7136,6,0,0.833333333
7136,7,0,1
7136,8,0,1
7136,9,0.428571429,1
7136,10,1,1
7136,11,1,1
7136,12,0.333333333,1
7136,13,1,1
7136,14,1,1
7136,15,0.1,1
7136,16,0.466666667,1
7136,17,0.366666667,1
7136,18,0.766666667,1
7136,19,0.7,1
7136,20,0.266666667,1
7136,21,0.866666667,1
7136,22,0.310344828,1
7136,23,0,1
7136,24,0.428571429,0.681818182
7136,25,0.533333333,0
7136,26,0,0.466666667
7136,27,0.464285714,1
7136,28,0.2,0.166666667
7136,29,0,0
7136,30,0.333333333,0
7136,31,0.933333333,0
7144,1,0,0
7144,2,0,0
7144,3,0,0
7144,4,0.633333333,0
7144,5,0,0.24137931
7144,6,0,0.5
7144,7,0,0
7144,8,0,0.833333333
7144,9,0,0.862068966
7144,10,0,1
7144,11,0,1
7144,12,0,1
7144,13,0,1
7144,14,0,1
7144,15,0,1
7144,16,0,1
7144,17,0,1
7144,18,0,1
7144,19,0,1
7144,20,0,0.555555556
7144,21,0,1
7144,22,0.034482759,NA
7144,23,0,NA
7144,24,0,1
7144,25,0,1
7144,26,0,1
7144,27,0,1
7144,28,0,NA
7144,29,0,0.423076923
7144,30,0,0.5
7144,31,0,0.52
7144,32,0,0.058823529
7144,33,0,NA
7144,34,0.035714286,NA
7144,35,0.208333333,0.75
7144,36,0.066666667,1
7144,37,0.476190476,0
7144,38,0,0
7144,39,0,0
7144,40,0,0
7144,41,0,0
7144,42,0,0
7144,43,0,0
7144,44,0,0
7144,45,0,0
7144,46,0.071428571,0
7144,47,0,0
7149,1,0,1
7149,2,0,1
7149,3,0.28,1
7149,4,0.636363636,1
7149,5,0,1
7149,6,0.086956522,1
7149,7,0.375,0.928571429
7149,8,0.055555556,0.607142857
7149,9,0.666666667,1
7149,10,0,1
7149,11,0.666666667,1
7149,12,1,1
7149,13,0.88,1
7149,14,0,1
7149,15,0.5,1
7149,16,0.678571429,1
7149,17,0.296296296,1
7149,18,0.466666667,1
7149,19,0.928571429,0.785714286
7149,20,0.964285714,0.761904762
7149,21,0,0.962962963
7149,22,0,0.961538462
7149,23,0,1
7149,24,0.08,0.72
7149,25,0.6,0.434782609
7149,26,1,0
7149,27,0.233333333,0.266666667
7149,28,0,0
7149,29,0,0
7149,30,0.769230769,0.52
7149,31,1,0.107142857
7149,32,0.526315789,0.555555556
7156,1,0,1
7156,2,0,1
7156,3,0,0.933333333
7156,4,0.6,1
7156,5,0.733333333,1
7156,6,0,1
7156,7,0,1
7156,8,0.689655172,1
7156,9,0.777777778,1
7156,10,0.04,1
7156,11,1,1
7156,12,1,1
7156,13,0.866666667,1
7156,14,1,1
7156,15,1,1
7156,16,1,NA
7156,17,0.892857143,NA
7156,18,0,1
7156,19,0,1
7156,20,0,1
7156,21,0.375,1
7156,22,1,1
7156,23,0,1
7156,24,0,1
7156,25,0,0.875
7156,26,NA,0.173913043
7156,27,NA,0
7156,28,0,1
7156,29,1,NA
7156,30,0.5,NA
7156,31,0,1
7156,32,0.966666667,1
7156,33,0.958333333,NA
7156,34,0,NA
7156,35,0,NA
7156,36,0,NA
7156,37,0,NA
7156,38,0,0.076923077
7156,39,0,0.678571429
7156,40,NA,0
7156,41,NA,0
7156,42,0,0
7156,43,0,0
7156,44,0,0
7157,1,0,0
7157,2,0,0
7157,3,0,0
7157,4,0,0
7157,5,0,0.090909091
7157,6,0,0
7157,7,0,0
7157,8,0,0.6
7157,9,0,1
7157,10,0,1
7157,11,0,1
7157,12,0,1
7157,13,0,1
7157,14,0,NA
7157,15,0,NA
7157,16,0,NA
7157,17,0,NA
7157,18,0,NA
7157,19,0,NA
7157,20,0,NA
7157,21,0,NA
7157,22,0,NA
7157,23,0,NA
7157,24,0,0.333333333
7157,25,0,0
7157,26,0,NA
7157,27,0,NA
7157,28,0,NA
7157,29,0,0
7157,30,0,NA
7157,31,0,1
7157,32,0,NA
7157,33,0,NA
7157,34,0,NA
7157,35,0,NA
7157,36,0,1
7157,37,NA,NA
7157,38,NA,NA
7157,39,NA,1
7157,40,0,0.818181818
7157,41,0,0.666666667
7157,42,0,1
7157,43,0,0.909090909
7157,44,0,NA
7157,45,0,0
7157,46,0,0
7157,47,0,0.2
7157,48,0.363636364,0.5
7157,49,0.043478261,0
7157,50,0,0
7157,51,0.142857143,0
7157,52,0,0
7157,53,0,0
7159,1,0,0.2
7159,2,0.083333333,0.137931034
7159,3,0.416666667,0.708333333
7159,4,0.192307692,0
7159,5,0,0.25
7159,6,0,0.153846154
7159,7,0,NA
7159,8,0,0.1
7159,9,0,1
7159,10,0,1
7159,11,0,1
7159,12,0,1
7159,13,0,1
7159,14,0,1
7159,15,0,1
7159,16,0,1
7159,17,0,1
7159,18,0,1
7159,19,0,NA
7159,20,0,NA
7159,21,0,NA
7159,22,0,NA
7159,23,0,NA
7159,24,0,NA
7159,25,0,1
7159,26,0,1
7159,27,0,1
7159,28,0,1
7159,29,0,1
7159,30,0,NA
7159,31,0,0.181818182
7159,32,0,0
7159,33,0.433333333,NA
7159,34,0.866666667,0.346153846
7159,35,0.7,0.538461538
7159,36,0,0
7159,37,0,0.115384615
7159,38,0,0.625
7159,39,0,0
7159,40,NA,0
7159,41,0,0
7163,1,0,1
7163,2,0,1
7163,3,0,0.966666667
7163,4,0,0.894736842
7163,5,0,0.958333333
7163,6,0,1
7163,7,0,1
7163,8,0,0.875
7163,9,0,1
7163,10,0,1
7163,11,NA,1
7163,12,0,1
7163,13,NA,1
7163,14,NA,1
7163,15,NA,1
7163,16,0,1
7163,17,0,0.666666667
7163,18,0,0.888888889
7163,19,0.888888889,1
7163,20,1,1
7163,21,1,1
7163,22,0,1
7163,23,0,0.571428571
7163,24,0,0.296296296
7163,25,0,0.857142857
7163,26,0,1
7163,27,0,1
7163,28,0.1875,1
7163,29,0.5,1
7163,30,1,0.9375
7163,31,0,1
7163,32,0,1
7163,33,0,1
7163,34,0.071428571,0.333333333
7163,35,1,0.925925926
7163,36,NA,0.08
7163,37,NA,0.055555556
7163,38,0,0
7163,39,0,0
7163,40,0.833333333,0
7163,41,0.357142857,0
7163,42,0.333333333,0
7165,1,0,0.296296296
7165,2,0,0.034482759
7165,3,0,0.818181818
7165,4,0.32,0.944444444
7165,5,0.217391304,1
7165,6,0.933333333,1
7165,7,1,0.833333333
7165,8,0.272727273,1
7165,9,0.115384615,NA
7165,10,0.482758621,NA
7165,11,NA,NA
7165,12,0.434782609,NA
7165,13,0.6,0
7165,14,0,0
7165,15,0.555555556,0.25
7165,16,0,0
7165,17,0.925925926,0
7165,18,1,NA
7165,19,1,NA
7165,20,0.777777778,NA
7165,21,1,NA
7165,22,0.652173913,NA
7165,23,0.263157895,NA
7165,24,1,NA
7165,25,1,0.142857143
7165,26,1,0.555555556
7165,27,0.571428571,0
7165,28,1,0.185185185
7165,29,1,0.666666667
7165,30,1,0
7165,31,1,1
7165,32,0.5,NA
7165,33,1,0
7165,34,1,0
7165,35,1,0
7165,36,NA,0
7165,37,NA,0
7165,38,NA,0
7165,39,NA,0
7004,55,0,NA
7004,56,0,NA
7004,57,0,NA
7004,58,0,NA
7004,59,0,NA
7004,60,0,NA
7004,61,0,NA
7004,62,0,NA
7004,63,0,NA
7004,64,0,NA
7004,65,0,NA
7004,66,0,NA
7004,67,0,NA
7017,40,0,NA
7017,41,0,NA
7017,42,0,NA
7017,43,0,NA
7017,44,0,NA
7017,45,0,NA
7017,46,0,NA
7017,47,0,NA
7017,48,0,NA
7017,49,0,NA
7017,50,0,NA
7017,51,0,NA
7017,52,0,NA
7017,53,0,NA
7017,54,0,NA
7017,55,0,NA
7017,56,0,NA
7017,57,0,NA
7017,58,0,NA
7017,59,0,NA
7024,32,1,NA
7024,33,1,NA
7024,34,1,NA
7024,35,1,NA
7024,36,1,NA
7024,37,1,NA
7024,38,1,NA
7024,39,0.277777778,NA
7024,40,NA,NA
7024,41,0.85,NA
7024,42,1,NA
7024,43,1,NA
7024,44,1,NA
7024,45,1,NA
7024,46,0.466666667,NA
7024,47,0.535714286,NA
7024,48,0,NA
7024,49,0.48,NA
7024,50,0,NA
7024,51,0.740740741,NA
7024,52,0.766666667,NA
7024,53,0.366666667,NA
7024,54,0.818181818,NA
7024,55,NA,NA
7024,56,0.95,NA
7024,57,1,NA
7024,58,0.966666667,NA
7024,59,0,NA
7024,60,NA,NA
7024,61,0.892857143,NA
7030,53,0,NA
7030,54,0,NA
7030,55,0,NA
7030,56,0,NA
7030,57,0,NA
7030,58,0,NA
7030,59,NA,NA
7030,60,NA,NA
7030,61,0,NA
7030,62,0,NA
7030,63,NA,NA
7030,64,NA,NA
7034,33,0,NA
7034,34,0,NA
7034,35,0,NA
7034,36,0,NA
7034,37,0,NA
7034,38,0,NA
7034,39,0.3125,NA
7034,40,0,NA
7034,41,0,NA
7034,42,0,NA
7034,43,0.333333333,NA
7034,44,0.48,NA
7034,45,0.357142857,NA
7034,46,1,NA
7034,47,1,NA
7034,48,1,NA
7034,49,1,NA
7034,50,0,NA
7034,51,0,NA
7034,52,0.666666667,NA
7034,53,1,NA
7034,54,0.526315789,NA
7034,55,0,NA
7034,56,0,NA
7034,57,NA,NA
7034,58,NA,NA
7034,59,1,NA
7034,60,NA,NA
7034,61,1,NA
7034,62,1,NA
7034,63,1,NA
7038,25,0,NA
7038,26,0,NA
7038,27,0,NA
7038,28,0,NA
7038,29,0,NA
7038,30,0,NA
7038,31,0,NA
7038,32,0,NA
7038,33,0,NA
7038,34,0,NA
7038,35,0,NA
7038,36,0,NA
7038,37,0,NA
7038,38,0,NA
7038,39,0,NA
7038,40,0,NA
7038,41,0,NA
7038,42,0,NA
7038,43,0,NA
7038,44,0,NA
7038,45,0,NA
7038,46,0,NA
7038,47,0,NA
7038,48,0,NA
7038,49,0,NA
7038,50,0.214285714,NA
7038,51,0,NA
7038,52,0,NA
7038,53,0,NA
7038,54,0,NA
7038,55,0,NA
7038,56,0,NA
7038,57,0,NA
7038,58,0,NA
7038,59,0,NA
7038,60,0,NA
7038,61,0,NA
7038,62,0,NA
7038,63,0,NA
7038,64,0,NA
7038,65,0,NA
7038,66,0,NA
7038,67,0,NA
7038,68,0,NA
7038,69,0,NA
7052,22,1,NA
7052,23,0.586206897,NA
7052,24,0.785714286,NA
7052,25,1,NA
7052,26,0.666666667,NA
7052,27,1,NA
7052,28,0.892857143,NA
7052,29,0.633333333,NA
7052,30,0.538461538,NA
7052,31,0,NA
7052,32,0,NA
7052,33,0.692307692,NA
7052,34,1,NA
7052,35,1,NA
7052,36,0.785714286,NA
7052,37,1,NA
7052,38,1,NA
7052,39,1,NA
7052,40,1,NA
7052,41,1,NA
7052,42,1,NA
7052,43,1,NA
7052,44,1,NA
7052,45,1,NA
7052,46,1,NA
7052,47,1,NA
7052,48,0,NA
7052,49,0,NA
7052,50,0.666666667,NA
7052,51,0,NA
7052,52,0,NA
7052,53,0.148148148,NA
7052,54,1,NA
7052,55,1,NA
7052,56,0.448275862,NA
7052,57,1,NA
7052,58,0.321428571,NA
7052,59,0.166666667,NA
7052,60,0.633333333,NA
7052,61,1,NA
7058,43,0,NA
7058,44,0,NA
7058,45,NA,NA
7058,46,0,NA
7058,47,0.038461538,NA
7058,48,0,NA
7058,49,0,NA
7058,50,0.066666667,NA
7058,51,0,NA
7058,52,0,NA
7058,53,0,NA
7058,54,0,NA
7058,55,0,NA
7058,56,0,NA
7058,57,0,NA
7058,58,0.4375,NA
7058,59,0,NA
7060,23,NA,NA
7060,24,NA,NA
7060,25,NA,NA
7060,26,NA,NA
7060,27,NA,NA
7060,28,NA,NA
7060,29,0,NA
7060,30,0,NA
7060,31,NA,NA
7060,32,NA,NA
7060,33,NA,NA
7060,34,NA,NA
7060,35,NA,NA
7060,36,NA,NA
7060,37,NA,NA
7060,38,NA,NA
7060,39,NA,NA
7060,40,NA,NA
7060,41,NA,NA
7060,42,NA,NA
7060,43,NA,NA
7060,44,NA,NA
7060,45,NA,NA
7060,46,0,NA
7060,47,NA,NA
7060,48,0,NA
7060,49,NA,NA
7060,50,0,NA
7060,51,0,NA
7060,52,0,NA
7060,53,NA,NA
7060,54,NA,NA
7060,55,0,NA
7060,56,NA,NA
7060,57,NA,NA
7060,58,NA,NA
7060,59,NA,NA
7060,60,0,NA
7060,61,NA,NA
7060,62,NA,NA
7060,63,0,NA
7060,64,NA,NA
7063,59,0,NA
7063,60,0,NA
7063,61,0,NA
7064,27,0,NA
7064,28,0,NA
7064,29,0,NA
7064,30,0,NA
7064,31,0.392857143,NA
7064,32,1,NA
7064,33,0.047619048,NA
7064,34,0.892857143,NA
7064,35,1,NA
7064,36,0.933333333,NA
7064,37,0,NA
7064,38,0,NA
7064,39,0,NA
7064,40,0,NA
7064,41,0.7,NA
7064,42,1,NA
7064,43,1,NA
7064,44,1,NA
7064,45,0.133333333,NA
7064,46,0.4,NA
7064,47,1,NA
7064,48,1,NA
7064,49,0.466666667,NA
7064,50,0,NA
7064,51,0,NA
7064,52,0,NA
7064,53,0.05,NA
7064,54,0.8,NA
7064,55,0,NA
7064,56,0,NA
7064,57,0,NA
7064,58,0,NA
7064,59,0,NA
7065,65,NA,NA
7067,24,0.833333333,NA
7067,25,0.703703704,NA
7067,26,1,NA
7067,27,1,NA
7067,28,0.413793103,NA
7067,29,0,NA
7067,30,0.833333333,NA
7067,31,0.533333333,NA
7067,32,0,NA
7067,33,0,NA
7067,34,0,NA
7067,35,0.074074074,NA
7067,36,0,NA
7067,37,0,NA
7067,38,0,NA
7067,39,0.233333333,NA
7067,40,0,NA
7067,41,0,NA
7067,42,0,NA
7067,43,0,NA
7067,44,0,NA
7067,45,0,NA
7067,46,0.433333333,NA
7067,47,1,NA
7067,48,0.433333333,NA
7067,49,1,NA
7067,50,0.733333333,NA
7067,51,0.833333333,NA
7067,52,0.181818182,NA
7067,53,0.133333333,NA
7067,54,1,NA
7067,55,1,NA
7067,56,1,NA
7067,57,1,NA
7067,58,1,NA
7067,59,1,NA
7067,60,1,NA
7067,61,1,NA
7067,62,1,NA
7076,30,0,NA
7076,31,NA,NA
7076,32,0,NA
7076,33,0,NA
7076,34,0.157894737,NA
7076,35,NA,NA
7076,36,0.45,NA
7076,37,0,NA
7076,38,0,NA
7076,39,NA,NA
7076,40,0,NA
7076,41,0,NA
7076,42,0.333333333,NA
7076,43,0.666666667,NA
7076,44,0.933333333,NA
7076,45,0,NA
7076,46,0,NA
7076,47,0,NA
7076,48,0,NA
7076,49,0,NA
7076,50,0.826086957,NA
7076,51,0.473684211,NA
7076,52,0.033333333,NA
7076,53,0,NA
7076,54,0.4,NA
7076,55,0,NA
7076,56,0,NA
7076,57,0.714285714,NA
7078,53,0,NA
7078,54,0,NA
7078,55,0.607142857,NA
7078,56,0,NA
7078,57,0,NA
7082,37,0,NA
7082,38,0,NA
7082,39,0,NA
7082,40,0,NA
7082,41,0,NA
7082,42,0,NA
7082,43,0,NA
7082,44,0,NA
7082,45,0,NA
7082,46,0,NA
7082,47,0,NA
7082,48,0,NA
7083,35,0.962962963,NA
7083,36,1,NA
7083,37,1,NA
7083,38,1,NA
7083,39,1,NA
7083,40,1,NA
7083,41,1,NA
7083,42,1,NA
7083,43,1,NA
7083,44,1,NA
7083,45,1,NA
7083,46,1,NA
7083,47,1,NA
7083,48,1,NA
7083,49,1,NA
7083,50,1,NA
7083,51,1,NA
7083,52,1,NA
7083,53,1,NA
7083,54,1,NA
7083,55,1,NA
7083,56,1,NA
7083,57,1,NA
7083,58,1,NA
7083,59,1,NA
7085,60,1,NA
7085,61,1,NA
7085,62,0.666666667,NA
7085,63,0.766666667,NA
7085,64,0.833333333,NA
7085,65,0,NA
7089,30,NA,NA
7089,31,NA,NA
7089,32,0,NA
7089,33,0,NA
7089,34,0,NA
7089,35,0,NA
7089,36,0,NA
7089,37,0,NA
7089,38,0,NA
7089,39,0,NA
7089,40,0.368421053,NA
7089,41,1,NA
7089,42,1,NA
7089,43,1,NA
7089,44,0.964285714,NA
7089,45,0,NA
7089,46,0.692307692,NA
7089,47,1,NA
7089,48,0.913043478,NA
7089,49,0.444444444,NA
7089,50,0.956521739,NA
7089,51,0.814814815,NA
7089,52,0.909090909,NA
7089,53,0,NA
7089,54,0,NA
7089,55,0.703703704,NA
7089,56,0.892857143,NA
7089,57,0.517241379,NA
7089,58,0.033333333,NA
7089,59,0,NA
7091,40,0.5,NA
7091,41,0.6,NA
7091,42,0.6,NA
7091,43,1,NA
7091,44,1,NA
7091,45,0.2,NA
7091,46,1,NA
7091,47,1,NA
7091,48,0,NA
7091,49,0,NA
7091,50,0.4,NA
7091,51,1,NA
7091,52,0.8,NA
7091,53,0.586206897,NA
7091,54,0.466666667,NA
7091,55,0.551724138,NA
7091,56,0.888888889,NA
7095,42,1,NA
7095,43,1,NA
7095,44,1,NA
7095,45,1,NA
7095,46,1,NA
7095,47,1,NA
7095,48,1,NA
7095,49,1,NA
7095,50,1,NA
7095,51,1,NA
7095,52,1,NA
7095,53,1,NA
7095,54,0.928571429,NA
7095,55,1,NA
7095,56,1,NA
7095,57,1,NA
7100,42,NA,NA
7100,43,NA,NA
7100,44,NA,NA
7100,45,0.592592593,NA
7100,46,0.363636364,NA
7100,47,0,NA
7100,48,0.107142857,NA
7100,49,1,NA
7100,50,1,NA
7100,51,1,NA
7100,52,1,NA
7100,53,1,NA
7100,54,1,NA
7100,55,1,NA
7100,56,1,NA
7100,57,1,NA
7100,58,0.952380952,NA
7100,59,0,NA
7100,60,0.896551724,NA
7102,62,1,NA
7102,63,0.966666667,NA
7102,64,0.733333333,NA
7102,65,1,NA
7106,48,0,NA
7106,49,0,NA
7106,50,0,NA
7106,51,0.259259259,NA
7106,52,0.071428571,NA
7106,53,0,NA
7106,54,0,NA
7106,55,0.692307692,NA
7106,56,1,NA
7106,57,1,NA
7106,58,1,NA
7106,59,0.333333333,NA
7106,60,0,NA
7106,61,0,NA
7106,62,0,NA
7106,63,NA,NA
7106,64,0.954545455,NA
7106,65,1,NA
7106,66,0,NA
7106,67,0.888888889,NA
7106,68,0.466666667,NA
7106,69,0.4,NA
7106,70,0.933333333,NA
7106,71,1,NA
7106,72,0.222222222,NA
7106,73,0.142857143,NA
7106,74,0,NA
7106,75,0,NA
7106,76,0.285714286,NA
7109,47,1,NA
7109,48,1,NA
7109,49,1,NA
7109,50,0,NA
7109,51,0.296296296,NA
7109,52,1,NA
7109,53,1,NA
7109,54,1,NA
7109,55,1,NA
7109,56,0.652173913,NA
7109,57,0.4,NA
7109,58,0,NA
7109,59,0.733333333,NA
7109,60,0,NA
7109,61,0.233333333,NA
7109,62,1,NA
7109,63,0,NA
7109,64,0,NA
7109,65,0.5,NA
7111,38,1,NA
7111,39,1,NA
7111,40,1,NA
7111,41,1,NA
7111,42,1,NA
7111,43,0.2,NA
7111,44,1,NA
7111,45,0.566666667,NA
7111,46,0.866666667,NA
7111,47,1,NA
7111,48,1,NA
7111,49,1,NA
7111,50,0.733333333,NA
7111,51,0.384615385,NA
7111,52,1,NA
7111,53,1,NA
7111,54,1,NA
7111,55,1,NA
7111,56,0.739130435,NA
7111,57,1,NA
7111,58,1,NA
7111,59,0.766666667,NA
7111,60,0.266666667,NA
7111,61,0.4,NA
7111,62,1,NA
7116,49,0,NA
7116,50,0,NA
7116,51,0.9,NA
7116,52,1,NA
7116,53,1,NA
7116,54,0.6,NA
7116,55,0,NA
7116,56,0,NA
7116,57,0.517241379,NA
7116,58,1,NA
7116,59,1,NA
7116,60,1,NA
7116,61,1,NA
7116,62,1,NA
7116,63,0.066666667,NA
7116,64,0,NA
7119,33,1,NA
7119,34,0.714285714,NA
7119,35,1,NA
7119,36,0.678571429,NA
7119,37,0.25,NA
7119,38,0,NA
7119,39,0,NA
7119,40,0,NA
7119,41,0.7,NA
7119,42,1,NA
7119,43,0.666666667,NA
7119,44,0,NA
7119,45,0,NA
7119,46,0.866666667,NA
7119,47,1,NA
7119,48,1,NA
7119,49,0.740740741,NA
7119,50,0.739130435,NA
7119,51,0.407407407,NA
7119,52,0.928571429,NA
7119,53,1,NA
7119,54,0.533333333,NA
7119,55,0.3,NA
7119,56,0.866666667,NA
7119,57,0.333333333,NA
7119,58,0.481481481,NA
7119,59,0.791666667,NA
7119,60,1,NA
